1732.0,1000.0
2002.0,-567.9
2002.0,-567.9
1744.3,-1400.2
1188.3,-2204.4
274.9,-2903.0
-1059.3,-3357.6
-2848.5,-3343.7
-5043.9,-2531.7
-7427.6,-484.9
-9491.2,3302.0
-10277.7,9287.1
-8214.7,17632.3
-999.3,27754.8
-347.3,-1969.6
-1721.9,-1168.6
-1721.9,-1168.6
-2193.8,-436.2
-2452.5,506.7
-2400.5,1655.5
-1891.2,2969.7
-730.4,4331.4
1302.7,5491.2
4402.9,6001.6
8630.3,5148.2
13720.7,1903.6
18787.5,-5040.9
21903.8,-17074.9
-2000.0,0.0
-1449.8,1492.8
-1449.8,1492.8
-810.5,2084.7
73.1,2503.2
1213.5,2651.5
2596.2,2378.1
4138.7,1471.5
5634.0,-329.4
6675.0,-3293.8
6568.6,-7605.2
4257.3,-13181.7
-1701.9,-19377.4
-13011.9,-24536.1
